Mass-to-charge,Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5,Spectra 6
815.5944,869,255,613,1533,1022,0
815.6225,1176,51,510,1891,1125,51
815.6505,1073,255,715,2556,1278,153
815.6786,459,153,766,2094,1176,204
815.7067,102,255,715,1839,1431,358
815.7348,510,459,460,1582,1738,460
815.7629,867,1022,510,1328,1841,818
815.791,1379,1381,665,1328,1278,716
815.8191,1584,1534,1022,1225,1073,665
815.8472,1329,1073,1073,919,971,511
815.8752,1839,715,1277,765,870,357
815.9033,1429,256,1277,663,1330,255
815.9314,1124,306,1277,970,1943,204
815.9595,1327,970,1021,1584,1943,102
815.9876,1943,1483,1072,2454,1892,255
816.0157,2250,1279,1021,2198,1637,358
816.0438,2401,869,1278,1635,2046,409
816.0719,1788,818,1739,1431,1432,256
816.1,1635,1072,2506,1739,1227,51
816.1281,1176,816,2300,1994,1688,51
816.1562,664,715,1840,2199,1944,204
816.1843,357,460,1328,1736,2147,204
816.2124,357,767,1585,1429,1533,102
816.2405,714,716,1532,1379,920,0
816.2686,1021,1023,1531,2249,921,102
816.2967,663,920,765,3015,1433,307
816.3248,306,716,408,2813,1842,307
816.3529,664,460,562,2299,2148,102
816.3809,1226,102,664,1891,2096,51
816.409,1585,204,409,1788,1842,102
816.4371,2096,409,408,1685,1636,153
816.4652,1942,307,459,1431,1381,51
816.4933,1636,153,817,1685,1995,0
816.5214,716,0,561,1429,1892,0
816.5496,1074,0,664,1839,2251,0
816.5777,817,153,714,2146,1943,0
816.6058,816,459,918,2454,1994,51
816.6339,1429,409,766,2350,1635,102
816.662,1838,204,1277,1737,1482,306
816.6901,1788,306,1072,1278,1330,204
816.7182,2506,561,867,2453,1432,102
816.7463,2149,306,714,2300,1277,0
816.7744,1635,153,1125,1840,1175,51
816.8025,1226,51,920,1123,1021,153
816.8306,1022,102,408,1021,1073,204
816.8587,460,306,357,1226,1278,0
816.8868,561,613,511,1533,1228,0
816.9149,612,561,409,1327,1073,0
816.943,1224,511,663,1174,1482,0
816.9711,918,204,612,970,1381,0
816.9992,714,51,408,1430,1278,0
817.0274,1888,0,306,1534,817,51
817.0555,2757,102,868,1482,1022,204
817.0836,2912,102,1380,969,1380,256
817.1117,2605,153,1380,918,2148,255
817.1398,1582,204,1072,1328,2301,102
817.1679,1839,357,1124,2147,2762,102
817.196,2095,255,765,2045,2711,51
817.2241,2043,306,663,1840,2916,0
817.2522,1482,255,1022,1430,2148,0
817.2804,1686,153,1687,1277,1942,0
817.3085,1123,0,1482,1788,1839,0
817.3366,1226,0,970,2198,2096,0
817.3647,1789,0,561,1738,2506,51
817.3928,2198,153,459,1737,2916,51
817.4209,1123,153,459,1788,2711,0
817.4491,1481,153,1022,1738,3069,0
817.4772,1633,153,1430,1482,2608,0
817.5053,1532,459,1687,1328,2506,51
817.5334,1992,970,970,1276,2199,0
817.5615,2505,1533,408,1786,1943,0
817.5896,1635,1022,408,3017,2352,204
817.6178,1124,357,306,3988,2915,306
817.6459,765,562,306,3577,2761,306
817.674,716,971,408,3169,2761,255
817.7021,510,868,460,3170,2557,307
817.7303,869,306,664,3577,2660,817
817.7584,1329,204,663,2912,2865,1073
817.7865,1227,715,665,2657,2661,766
817.8146,1123,1175,460,2351,1584,460
817.8427,1072,1380,511,1941,1021,460
817.8709,715,868,612,1073,613,306
817.899,765,613,970,1532,614,256
817.9271,664,510,1380,2095,664,153
817.9552,1430,561,1993,2914,663,153
817.9834,2249,255,2299,2608,561,102
818.0115,2658,51,2965,1943,765,153
818.0396,2094,204,3529,1174,920,358
818.0678,2555,357,3375,1227,1175,818
818.0959,2810,408,3015,767,1534,613
818.124,2400,409,3273,715,1738,460
818.1521,1837,306,2659,816,868,204
818.1803,1328,102,2094,1073,818,307
818.2084,714,408,1789,1329,1329,409
818.2365,970,714,1534,1788,1637,357
818.2647,1429,868,1276,1839,1380,153
818.2928,1991,664,765,1941,1227,0
818.3209,1891,306,765,1941,1278,102
818.3491,2503,306,1072,2300,1482,102
818.3772,1737,358,1124,2147,1329,51
818.4053,1276,459,1175,1942,1789,0
818.4335,1277,255,970,1378,1841,0
818.4616,1021,255,919,1685,1993,102
818.4897,765,51,919,1534,2199,256
818.5179,971,153,919,1685,3632,460
818.546,1175,153,561,1276,3684,409
818.5741,1175,51,816,2196,2609,204
818.6023,970,204,1021,2707,970,0
818.6304,868,460,1278,2965,766,102
818.6585,818,663,1329,2043,1534,204
818.6867,1227,1123,1124,2146,1893,256
818.7148,1125,1585,357,2351,1636,102
818.743,1175,1841,357,2506,1636,51
818.7711,1023,1381,204,1738,1228,51
818.7992,920,818,153,1788,1125,255
818.8274,970,306,663,1429,1175,562
818.8555,1379,153,1277,1480,1431,664
818.8837,1379,408,1176,1788,1226,255
818.9118,1636,510,1123,2096,1278,102
818.94,1841,562,1226,1841,2147,0
818.9681,1788,510,1635,1943,2966,0
818.9962,1530,613,1533,1328,2609,0
819.0244,2505,716,1277,1378,1534,204
819.0525,4140,408,1174,1993,1022,511
819.0807,5777,153,816,2658,459,664
819.1088,4958,0,868,2198,409,357
819.137,3627,0,1123,2148,614,204
819.1651,3269,102,714,2709,409,204
819.1933,3426,204,714,3016,459,357
819.2214,2708,306,919,1993,663,306
819.2496,2043,153,1430,1637,869,255
819.2777,1429,153,1584,1225,1379,102
819.3059,1532,102,1634,1124,1839,51
819.334,2246,153,1174,969,3171,102
819.3622,2912,204,510,970,4502,255
819.3903,2914,306,51,1277,4092,204
819.4185,2761,358,51,1073,3836,51
819.4466,2043,562,0,715,4296,51
819.4748,2401,664,357,1328,5832,102
819.5029,1686,767,765,2912,6243,306
819.5311,1429,1328,1277,5370,5269,664
819.5592,2199,1432,1124,6751,2864,409
819.5874,3068,1072,1072,7929,1738,204
819.6155,2301,510,1176,7571,1737,102
819.6437,1532,204,1176,8387,2402,102
819.6718,1022,306,919,6187,2198,102
819.7,1277,867,817,4652,1840,102
819.7281,1071,1123,561,2606,1380,102
819.7563,868,1531,613,2811,1584,408
819.7845,971,1993,715,3630,1942,613
819.8126,1329,2146,919,3886,1841,767
819.8408,1481,1329,971,2914,971,971
819.8689,1021,716,1276,2607,1330,919
819.8971,714,460,1379,1737,1586,459
819.9253,561,408,1686,1122,1790,153
819.9534,817,357,2657,459,1688,204
819.9816,1481,306,4756,612,1433,153
820.0097,2096,255,5522,817,1534,51
820.0379,2606,51,5575,1328,1892,102
820.0661,2094,510,4399,1993,1891,51
820.0942,1992,766,4041,2709,1891,102
820.1224,1276,716,3425,1891,1432,204
820.1505,1021,460,3271,1124,1636,102
820.1787,1021,204,2045,1381,2148,0
820.2069,1838,306,970,1943,2353,0
820.235,2401,255,818,1585,1943,0
820.2632,2453,204,1329,1636,2403,51
820.2914,2096,459,1586,1635,2250,306
820.3195,2199,511,1329,1840,2096,664
820.3477,1635,510,664,1483,1329,563
820.3759,1122,358,869,970,2198,204
820.404,715,204,1584,919,3786,0
820.4322,869,51,1890,2503,5883,0
820.4604,1174,153,1329,2811,5270,102
820.4885,1123,255,1022,2401,4144,307
820.5167,867,460,971,1584,2506,409
820.5449,817,562,664,2401,2711,204
820.5731,716,358,204,3679,2915,0
820.6012,818,153,204,4549,2967,0
820.6294,408,153,204,4448,2404,51
820.6576,153,204,204,4346,2303,0
820.6857,306,459,357,3782,1944,51
820.7139,715,664,766,2861,2045,51
820.7421,612,767,714,1889,1942,102
820.7703,510,817,714,1735,1379,204
820.7984,511,664,511,1430,767,357
820.8266,1125,511,561,1994,1074,255
820.8548,1278,204,561,2504,1687,306
820.883,1534,255,765,2759,1995,255
820.9111,1583,511,613,2554,2045,102
820.9393,2348,767,1226,2913,1738,0
820.9675,2605,921,1634,2042,1686,102
820.9957,2552,972,2556,1633,2403,307
821.0239,3014,663,2095,1072,2148,358
821.052,4601,255,2097,1584,1790,357
821.0802,6286,0,1584,1329,1074,357
821.1084,7054,51,1686,1124,1125,358
821.1366,5877,0,2145,1277,1688,255
821.1648,5213,0,1992,1838,1739,306
821.1929,3730,51,1432,2760,1329,511
821.2211,3167,204,1430,2966,1739,358
821.2493,3066,306,1022,2250,1635,51
821.2775,3783,204,1022,1686,2506,0
821.3057,3321,204,920,1430,4194,0
821.3339,3168,306,1174,920,6651,102
821.362,2913,153,766,1072,7266,307
821.3902,2964,0,459,1379,7164,358
821.4184,2555,102,307,1072,6036,204
821.4466,2248,511,358,1737,6088,0
821.4748,2197,664,306,2095,4963,0
821.503,2863,766,766,3017,4913,0
821.5312,3579,561,1329,3679,4603,0
821.5593,4039,663,1483,5369,3784,0
821.5875,2864,971,1226,6905,2607,0
821.6157,2351,1431,1484,9876,1993,0
821.6439,1533,1788,1124,11000,2351,0
821.6721,1790,2352,1021,10639,3529,0
821.7003,1483,1788,1175,7926,3581,0
821.7285,1585,1583,1431,7315,2659,102
821.7567,1993,1327,1021,6189,1942,460
821.7849,1737,1430,663,4346,1379,921
821.8131,1124,1583,766,3117,1072,1736
821.8412,714,1635,715,2605,1327,2606
821.8694,1175,1480,817,2656,1226,1993
821.8976,2249,1379,971,3220,1892,1174
821.9258,2758,970,1841,2811,1534,562
821.954,3016,408,3987,2659,1381,255
821.9822,2913,255,6394,1889,612,204
822.0104,3887,153,8849,1738,357,307
822.0386,3780,306,8492,1585,408,255
822.0668,3527,409,6443,1380,510,153
822.095,2350,510,3322,767,357,256
822.1232,2556,511,2452,612,971,767
822.1514,2812,357,1839,561,1789,971
822.1796,2965,153,2147,918,2199,767
822.2078,2453,255,1788,1226,1329,255
822.236,2912,409,1583,1891,1278,204
822.2642,3119,664,1584,2505,1840,256
822.2924,3529,561,1737,2402,2403,255
822.3206,2554,153,1022,1022,2915,0
822.3488,2349,51,868,510,3786,102
822.377,2299,255,970,817,4348,256
822.4052,2045,460,1380,1073,5269,256
822.4334,1277,408,1124,1379,4757,153
822.4616,765,255,766,2505,4858,102
822.4898,1481,307,408,2760,3939,102
822.518,2607,563,460,3374,3375,51
822.5462,3374,460,665,3322,2607,0
822.5744,3732,204,766,4450,2863,0
822.6026,2863,0,459,5472,3119,51
822.6308,2455,51,306,6599,2813,460
822.659,1891,306,357,6752,1432,766
822.6872,1533,511,357,7263,972,766
822.7155,1276,766,459,7158,1329,459
822.7437,1123,868,510,5932,1942,511
822.7719,1021,612,357,3679,1586,920
822.8001,970,511,408,2145,1124,1226
822.8283,969,613,255,1430,818,715
822.8565,1226,869,613,1583,1023,612
822.8847,1329,1278,920,1327,818,868
822.9129,970,1585,1278,1224,766,1074
822.9411,1225,1328,1942,1327,1124,408
822.9693,2709,612,2963,1022,1791,0
822.9976,4242,613,4551,868,1484,102
823.0258,6597,920,5779,767,767,102
823.054,7109,765,5166,612,612,0
823.0822,8542,408,4603,818,765,0
823.1104,8798,255,3731,1176,459,0
823.1386,8079,358,3322,1995,715,0
823.1668,6494,307,2248,2198,715,0
823.1951,6955,153,1994,1790,766,0
823.2233,6442,102,1686,1329,1636,51
823.2515,5472,255,1685,1531,3887,204
823.2797,3988,563,1124,1276,4758,409
823.3079,3578,971,1072,2045,5013,716
823.3361,2912,716,1174,2761,4604,408
823.3644,2964,460,920,3067,6190,153
823.3926,2862,153,408,2452,8903,51
823.4208,3426,0,715,1993,10951,0
823.449,3271,153,664,1685,10236,0
823.4772,3171,715,715,1891,9313,153
823.5055,2605,1022,562,2452,7623,153
823.5337,2300,1022,562,5062,7725,0
823.5619,1942,561,408,9515,6858,51
823.5901,2147,816,511,16170,6192,102
823.6184,1687,1431,664,19345,4347,102
823.6466,1277,1993,869,21392,2709,307
823.6748,1636,2147,869,18012,1226,563
823.703,2403,2965,1226,14275,1840,920
823.7313,2095,3576,1431,8897,2198,614
823.7595,2043,4193,1380,5983,2251,714
823.7877,1533,3168,817,4142,1533,714
823.8159,1430,2811,868,3167,1124,1072
823.8442,1583,2095,867,2758,1636,1737
823.8724,1943,1636,867,3065,1586,2401
823.9006,1686,868,1278,2607,1329,2402
823.9288,2094,561,2810,2349,1278,1891
823.9571,2349,358,4705,2197,1329,920
823.9853,3271,920,9515,2145,1739,459
824.0135,3217,1329,13098,1737,1994,204
824.0418,3425,1226,15555,1687,1996,204
824.07,3884,919,13354,1891,1585,357
824.0982,5984,817,10386,2557,1534,511
824.1265,6134,716,6087,2301,767,409
824.1547,4756,562,2505,2045,818,153
824.1829,3272,51,1072,1380,1124,0
824.2112,2044,51,1687,1483,1329,0
824.2394,1992,51,2302,1021,1124,102
824.2676,2298,153,2352,1175,1585,153
824.2959,1940,204,1482,1329,2199,0
824.3241,2451,306,1278,1788,3224,0
824.3523,2452,408,1023,1328,3735,51
824.3806,2708,868,920,1788,4399,153
824.4088,2506,562,869,1788,4500,153
824.437,3170,460,1174,1839,6395,51
824.4653,1994,153,1429,2656,7264,51
824.4935,1431,562,1687,4088,6857,256
824.5217,1123,664,1534,4601,5370,409
824.55,970,766,1328,4651,4349,767
824.5782,1531,255,766,5163,4450,767
824.6065,2195,204,511,6855,5064,716
824.6347,2351,511,408,7414,4196,204
824.6629,2196,819,357,9870,3478,51
824.6912,1022,971,511,10229,2351,102
824.7194,663,1278,664,9821,1892,204
824.7477,869,1585,357,6491,1329,256
824.7759,1074,1432,255,4087,1432,357
824.8042,1431,1073,357,2965,1482,408
824.8324,2301,971,459,3016,1482,1022
824.8606,2250,613,510,2401,1022,920
824.8889,1993,817,561,2811,1072,1124
824.9171,1583,1022,969,2965,1583,818
824.9454,1941,1073,1735,2504,2096,511
824.9736,1941,663,2658,1279,1841,306
825.0019,2454,306,3733,1635,1176,255
825.0301,3323,204,5780,1584,818,306
825.0584,4654,306,6907,1584,1074,408
825.0866,4860,255,5779,817,1176,153
825.1149,5982,561,4807,817,1535,204
825.1431,5776,868,3834,613,1636,614
825.1714,5827,920,3221,459,1484,716
825.1996,5317,562,2351,818,1381,511
825.2279,5113,409,2453,920,1535,204
825.2561,3675,255,1942,1021,2456,204
825.2844,3730,357,1788,920,4913,102
825.3126,3116,306,1021,919,5987,0
825.3409,4040,153,816,1226,6858,0
825.3691,4039,102,1071,971,7575,51
825.3974,3169,255,1072,613,8086,306
825.4256,2607,255,357,663,8238,357
825.4539,2300,153,51,1379,8955,204
825.4821,1328,204,255,2197,9261,0
825.5104,1636,409,460,3836,9569,0
825.5387,1634,409,357,6034,8342,0
825.5669,1839,204,612,9159,6753,51
825.5952,1788,357,1226,10542,4297,102
825.6234,2352,716,1942,12895,2505,204
825.6517,3171,1329,1892,13969,2352,255
825.6799,3632,2301,1585,14582,2556,51
825.7082,2454,2813,1585,10997,2811,255
825.7365,1379,2964,1688,8129,3016,919
825.7647,1125,1685,665,4243,1891,1021
825.793,972,1327,511,3219,1584,919
825.8212,1074,1430,664,2450,1125,868
825.8495,1585,1738,818,2503,766,1124
825.8778,1123,2094,970,2656,1022,818
825.906,969,2864,1533,2454,1227,1124
825.9343,1174,2044,2914,1994,1023,1278
825.9626,1481,818,5114,1430,1278,1586
825.9908,1174,409,6700,765,1789,868
826.0191,1123,613,10078,1481,2301,358
826.0473,1633,1022,12689,2554,2097,204
826.0756,2757,1072,13558,2655,2094,51
826.1039,3066,408,9311,1736,1276,0
826.1321,3115,153,4599,1584,1277,0
826.1604,2297,306,2350,1735,1687,0
826.1887,2552,409,2402,2198,2507,102
826.2169,3117,510,2555,1738,2301,102
826.2452,3883,511,1992,1635,1738,255
826.2735,2810,409,1736,2403,1533,153
826.3018,1685,204,1840,3273,1995,51
826.33,1123,102,1737,2966,2198,0
826.3583,1430,306,1994,2659,2966,102
826.3866,1584,562,1739,1686,3376,204
826.4148,2144,716,1943,1276,5219,102
826.4431,1531,307,1841,1022,5526,0
826.4714,1175,204,1893,2197,5628,51
826.4996,868,409,1278,4245,4912,51
826.5279,1073,562,613,4349,3582,51
826.5562,868,459,306,2246,2864,0
826.5845,817,613,204,2350,2712,51
826.6127,1226,715,715,5213,2862,0
826.641,1584,766,1226,8645,3171,102
826.6693,1328,510,970,9567,2963,307
826.6976,1379,664,715,8135,2761,409
826.7258,1482,970,664,5116,1944,358
826.7541,1430,1634,408,4244,1226,255
826.7824,1583,1738,510,3679,1789,204
826.8107,1839,1226,817,3323,2660,204
826.839,1738,715,867,2042,2813,204
826.8672,1533,1276,1277,1889,2250,511
826.8955,1072,1124,1226,1584,1227,664
826.9238,1022,612,1686,1482,972,919
826.9521,664,306,2401,1533,1022,869
826.9804,1174,459,4245,2147,1277,562
827.0086,1686,460,5112,2454,1278,204
827.0369,1839,306,6239,1943,1176,51
827.0652,2043,409,5878,1072,1329,102
827.0935,2758,817,5216,1328,1380,51
827.1218,3220,818,4037,1122,970,0
827.15,3732,715,3222,868,714,0
827.1783,2454,357,2555,817,714,0
827.2066,2095,204,2301,970,971,0
827.2349,1684,153,2097,1176,767,102
827.2632,1430,716,1944,1227,1381,153
827.2915,1481,818,1125,1226,2660,51
827.3198,1735,460,1021,1585,3480,0
827.348,1940,153,714,972,2966,0
827.3763,2300,613,971,612,3377,0
827.4046,2147,868,817,561,4451,255
827.4329,2403,817,1125,970,5884,510
827.4612,2864,408,1380,2350,6090,204
827.4895,2812,408,1533,3783,5474,0
827.5178,1890,102,1226,3632,4349,0
827.5461,1379,256,1533,3272,3479,0
827.5744,664,409,1073,2808,2456,0
827.6027,664,510,818,3426,2302,0
827.6309,766,714,255,4141,2506,0
827.6592,970,1073,255,5319,2353,0
827.6875,1635,1686,460,6084,1380,0
827.7158,2453,2198,563,6034,1176,0
827.7441,1686,1840,255,4037,1739,0
827.7724,868,1123,204,2911,2353,0
827.8007,664,664,204,2605,2302,153
827.829,766,612,307,2146,2200,306
827.8573,868,307,664,1482,1789,459
827.8856,765,460,1125,1788,1379,357
827.9139,1071,510,1583,1940,1329,102
827.9422,1890,561,2146,1941,1174,102
827.9705,1787,408,2710,817,1227,204
827.9988,2146,612,3525,459,1687,409
828.0271,2454,613,3424,612,2045,357
828.0554,2761,614,4039,919,1840,358
828.0837,2198,512,3837,970,970,409
828.112,2044,358,2708,1635,767,307
828.1403,1636,153,1122,1635,1228,51
828.1686,1840,255,714,1278,2097,0
828.1969,2096,408,816,816,2096,0
828.2252,2606,409,612,1071,1739,0
828.2535,2453,153,357,1176,1533,0
828.2818,3221,102,766,1686,1532,204
828.3101,3576,511,1022,1585,1227,358
828.3384,3679,767,1123,1584,1995,358
828.3667,2811,664,972,1380,2147,102
828.395,2402,357,1073,1380,2302,102
828.4233,2301,408,1329,1225,2709,204
828.4516,2402,511,1381,1379,3682,306
828.4799,1738,408,1074,1379,3376,255
828.5082,1328,153,868,1379,2864,358
828.5365,918,51,460,1175,2403,204
828.5648,510,153,306,1635,2505,51
828.5932,561,255,459,2710,1892,0
828.6215,766,255,613,3373,1379,0
828.6498,1278,204,869,3733,1278,51
828.6781,1482,664,664,5267,1431,204
828.7064,1174,870,204,3886,1789,204
828.7347,1125,664,255,2350,1534,102
828.763,869,459,561,1431,715,51
828.7913,561,510,1328,1072,561,51
828.8196,1022,357,1482,1533,868,0
828.8479,1431,408,1073,1892,1790,306
828.8763,1481,460,816,1378,1994,562
828.9046,1634,459,971,1327,2047,869
828.9329,1430,306,715,1891,1432,408
828.9612,1276,357,510,2708,817,358
828.9895,1378,358,714,2300,357,460
829.0178,2506,307,1072,2301,613,306
829.0461,2709,306,1584,1687,919,51
829.0745,2863,204,2353,1432,972,102
829.1028,2502,256,2402,1533,511,102
829.1311,3014,153,2250,1534,817,51
829.1594,2758,51,2096,971,869,0
829.1877,2656,51,1738,868,1125,0
829.2161,2195,0,1635,817,1176,0
829.2444,2092,102,1022,919,1738,0
829.2727,1891,51,255,1021,2507,0
829.301,2195,102,357,1277,3173,0
829.3293,2095,204,510,1636,3019,51
829.3577,2914,204,1174,2148,2966,153
829.386,2093,153,1430,1942,3120,102
829.4143,1481,51,1380,2045,3835,153
829.4426,1225,102,663,1635,4756,51
829.4709,971,204,408,1073,5372,0
829.4993,1123,102,613,1328,4808,0
829.5276,1838,255,613,2044,4706,0
829.5559,1738,511,510,3272,4449,0
829.5842,1072,562,920,5112,3732,102
829.6126,867,102,817,6241,2046,102
829.6409,1583,153,868,7057,1737,51
829.6692,1635,408,765,6240,2044,102
829.6975,1890,970,612,6345,2147,204
829.7259,1327,969,613,5626,1687,306
829.7542,1227,1072,766,5007,920,459
829.7825,1072,1124,971,3425,919,612
829.8109,1431,1687,1431,3426,1636,867
829.8392,1226,1533,1687,2760,1636,971
829.8675,971,1430,1737,1637,1687,1380
829.8959,765,715,1891,1532,1023,1022
829.9242,612,664,1840,1941,716,716
829.9525,612,766,1940,1991,715,409
829.9808,663,970,2863,2247,970,306
830.0092,918,459,4091,1788,561,306
830.0375,1686,358,5881,1480,306,460
830.0658,2044,357,5063,1175,255,512
830.0942,2863,715,4090,1788,868,409
830.1225,3270,1175,2657,1482,1328,51
830.1508,3272,1379,2298,1021,2045,0
830.1792,2504,970,2504,1123,1891,0
830.2075,1327,510,2400,1687,1432,0
830.2359,1225,510,1277,2146,1125,153
830.2642,1994,868,765,2095,1637,307
830.2925,1942,1380,665,1481,1586,256
830.3209,1175,1688,715,1022,1328,51
830.3492,868,1278,510,1227,1328,102
830.3775,1227,767,715,1174,1942,204
830.4059,1687,715,765,869,2146,153
830.4342,1534,562,715,970,2506,204
830.4626,1123,306,1380,766,3223,460
830.4909,1533,102,1533,1328,3991,664
830.5192,1379,204,867,1789,3735,358
830.5476,1635,307,408,1993,3478,102
830.5759,1073,204,306,1941,3376,51
830.6043,715,153,511,3016,4144,51
830.6326,817,51,868,3939,3430,255
830.661,1379,51,1022,3988,2250,204
830.6893,1687,0,919,3580,1226,153
830.7176,1583,102,1021,4550,664,460
830.746,1226,153,1021,5214,1177,613
830.7743,1329,255,1277,4960,1379,1073
830.8027,1125,562,1430,3527,869,1482
830.831,1021,971,1585,2606,869,2045
830.8594,1173,817,1227,2454,1125,2045
830.8877,1632,664,1072,2352,1687,1380
