Mass-to-charge,Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5,Spectra 6
796.6915,919,1073,561,8237,1228,358
796.7192,1020,920,765,6087,919,460
796.747,868,970,919,3218,1276,460
796.7748,459,868,663,2912,1944,664
796.8025,714,612,306,2043,1738,1124
796.8303,1276,1175,612,1736,1739,1329
796.858,1328,1380,612,1889,1687,868
796.8858,1327,1532,459,1941,1790,408
796.9136,1327,1021,1481,1531,1740,357
796.9413,1942,767,3375,1328,1686,306
796.9691,2657,562,6036,1072,1431,358
796.9968,3630,664,8953,1277,1073,511
797.0246,5677,459,8851,1173,1279,460
797.0524,9463,255,6239,1635,2046,256
797.0801,11408,255,2966,1737,2251,51
797.1079,11254,357,2401,1329,2097,102
797.1357,8950,255,2711,460,1534,102
797.1634,8284,256,2608,715,1124,102
797.1912,7980,358,1636,1225,1430,255
797.219,7363,306,1686,1482,1583,459
797.2467,6648,357,1891,1020,1840,153
797.2745,6546,613,1840,612,3377,102
797.3023,5317,562,1022,1021,5833,153
797.33,4191,409,817,1379,8291,562
797.3578,3423,306,1074,1378,9980,715
797.3856,4141,409,1175,1942,12182,512
797.4133,3835,306,868,2197,14791,153
797.4411,3783,153,663,2452,16993,51
797.4689,2914,51,817,1787,15099,0
797.4967,4142,51,817,2862,13000,0
797.5244,5167,255,459,4854,9518,102
797.5522,5114,716,307,9565,7264,204
797.58,2351,869,460,15147,5524,153
797.6077,817,1225,715,22568,4857,51
797.6355,816,1635,561,24767,3733,51
797.6633,1276,2504,255,23231,2353,51
797.6911,1072,2658,562,18828,1380,408
797.7188,1329,3118,1278,15499,1124,818
797.7466,1636,3067,1378,10024,1788,1380
797.7744,1328,3834,1072,6136,2710,2199
797.8022,1277,3272,1175,3988,2043,2762
797.83,1533,2863,1480,4394,1277,2916
797.8577,2247,1739,868,4549,1636,2557
797.8855,3015,1023,816,3731,3223,2045
797.9133,2043,970,2195,2607,3990,1277
797.9411,1737,969,5780,2146,3529,817
797.9688,2095,664,11515,969,2046,255
797.9966,3579,818,17503,1022,1481,102
798.0244,3220,970,18937,1225,1227,0
798.0522,3218,715,17143,1789,1330,102
798.08,4755,408,11717,2199,2098,153
798.1078,6086,357,7520,1943,2608,51
798.1355,4600,408,4500,1533,2045,0
798.1633,3577,714,3168,1328,1790,0
798.1911,2912,511,1840,1381,1431,0
798.2189,2911,357,1584,1482,2046,0
798.2467,2451,306,1378,1124,2353,0
798.2745,3219,715,1532,765,2762,0
798.3022,4039,1023,1634,664,3887,0
798.33,4037,818,1481,715,5167,0
798.3578,2860,613,1378,766,5832,0
798.3856,2401,562,1328,868,6907,0
798.4134,2146,408,459,2402,7880,51
798.4412,2196,102,102,4245,10185,0
798.469,2299,153,255,4501,10084,0
798.4968,2094,255,714,4448,8802,0
798.5245,1327,153,612,4907,6140,0
798.5523,1378,306,255,6187,4143,0
798.5801,1789,306,409,7417,2507,0
798.6079,1839,204,1226,9260,1840,51
798.6357,1021,357,970,11001,1483,0
798.6635,664,969,460,11919,2096,0
798.6913,664,1737,357,8438,3068,204
798.7191,1124,2401,357,6084,3529,613
798.7469,1737,2349,459,4905,2556,715
798.7747,1892,1890,971,4243,1687,562
798.8025,1634,1226,1124,3577,971,663
798.8303,1276,1125,1431,3529,1021,971
798.8581,1073,562,1226,2862,459,716
798.8858,1277,613,1430,2607,818,510
798.9136,1277,818,2094,1992,1687,459
798.9414,2096,971,2915,1736,2249,562
798.9692,2711,868,3938,2504,1380,460
798.997,3018,920,5625,3015,561,306
799.0248,2350,767,8029,2656,510,0
799.0526,2044,766,9003,2557,613,102
799.0804,2095,562,7162,1429,1073,204
799.1082,3271,612,5420,510,2199,204
799.136,3732,459,3169,459,2814,153
799.1638,4089,357,2147,920,3172,204
799.1916,3323,255,2045,970,2301,51
799.2194,2913,408,1736,918,1330,102
799.2472,2095,204,867,1173,1942,204
799.275,1943,102,714,1840,3427,255
799.3028,1841,204,765,1736,3479,51
799.3306,1890,306,869,1993,3530,51
799.3585,2094,255,970,1839,3530,102
799.3863,2044,153,1329,1635,3888,51
799.4141,1685,714,1380,1276,3274,0
799.4419,1634,1124,1277,1430,3479,0
799.4697,1379,970,816,1225,3889,0
799.4975,1839,409,765,1635,4196,256
799.5253,1737,357,612,1993,3171,307
799.5531,1583,613,459,3016,2247,256
799.5809,1327,613,613,4396,2145,51
799.6087,1175,358,869,5627,1994,204
799.6365,869,255,1123,5267,2351,153
799.6643,970,714,868,4858,2659,102
799.6921,920,1023,766,5369,2760,0
799.7199,1481,1483,1073,6237,3837,0
799.7478,1533,1584,817,4344,3785,153
799.7756,1635,1074,511,3219,3377,408
799.8034,1583,511,766,1941,2661,817
799.8312,1481,306,1174,1225,2353,1073
799.859,1174,510,1483,918,2864,766
799.8868,1328,818,1327,1635,2609,460
799.9146,1688,1074,817,1787,1431,409
799.9424,1994,1176,1378,2046,1022,460
799.9703,1533,1277,2913,1481,1023,153
799.9981,1583,1227,4756,1277,1789,0
800.0259,1224,818,4552,1635,1432,51
800.0537,1379,562,3733,1585,1636,358
800.0815,1584,256,2606,1995,2147,613
800.1093,2556,307,1635,1840,2762,664
800.1372,3119,102,817,1226,2302,306
800.165,3628,0,1020,1329,2250,51
800.1928,2145,0,1124,1582,1534,0
800.2206,2043,153,1378,1430,1738,0
800.2484,2555,358,1072,1533,2660,0
800.2763,2812,256,1072,1789,3940,0
800.3041,1737,204,1277,1889,3378,0
800.3319,1276,409,1687,1481,2609,51
800.3597,1329,614,1789,1430,2301,153
800.3875,1327,767,2149,1891,2710,204
800.4154,970,460,1483,1225,2455,153
800.4432,868,256,1585,715,2352,51
800.471,664,204,1379,613,1583,0
800.4988,511,255,1430,1277,2145,0
800.5267,409,102,1430,2094,3170,0
800.5545,971,102,1482,2965,3938,102
800.5823,1327,153,1021,3476,3477,102
800.6101,2094,255,1074,4294,3783,102
800.638,1636,204,1277,4601,2967,204
800.6658,1330,204,1533,4500,2301,153
800.6936,1227,357,971,4243,1636,0
800.7214,1124,613,459,4192,1892,0
800.7493,766,1022,357,4753,2403,102
800.7771,714,1584,562,5571,2863,204
800.8049,818,1277,868,3882,2046,204
800.8328,1124,1226,971,2144,1789,255
800.8606,869,816,561,1533,1227,358
800.8884,818,1225,714,1684,1125,563
800.9162,1226,1328,1379,1480,1431,614
800.9441,1482,766,1634,2043,1995,511
800.9719,919,613,1584,2096,1893,357
800.9997,1226,920,1738,2198,1739,306
801.0276,1583,766,1839,1890,1329,102
801.0554,1432,510,2557,1533,1176,0
801.0832,969,460,2401,715,1124,0
801.1111,1738,921,3068,612,1379,0
801.1389,2606,1073,3630,766,1276,0
801.1667,2813,920,3681,817,1533,0
801.1946,2604,204,2966,1277,1533,0
801.2224,3372,204,2248,1992,1278,0
801.2503,3119,357,1533,2455,971,51
801.2781,2861,613,1021,2660,613,153
801.3059,1838,459,408,1838,972,102
801.3338,1788,204,357,1224,2149,0
801.3616,1684,307,511,918,3480,51
801.3894,1687,307,563,868,4348,102
801.4173,2093,204,409,1278,4041,0
801.4451,2043,153,204,1483,3683,0
801.473,2196,0,306,969,3224,0
801.5008,3272,102,766,1227,2813,204
801.5286,2657,102,714,2198,2249,255
801.5565,1840,307,868,3221,3221,102
801.5843,1890,307,1532,2657,4297,0
801.6122,2299,358,1789,2658,4502,0
801.64,2045,510,971,2657,3375,0
801.6679,1584,510,204,2963,2250,0
801.6957,919,460,255,2707,2148,51
801.7236,1021,409,612,3170,2455,102
801.7514,767,153,613,2914,2455,255
801.7792,970,255,765,2710,2149,715
801.8071,1021,818,867,2301,1585,1329
801.8349,1072,817,1071,2454,1534,1381
801.8628,715,306,1123,2147,1431,561
801.8906,817,153,1175,1891,1227,153
801.9185,714,204,1074,2095,715,0
801.9463,614,204,1431,2606,1022,0
801.9742,1072,204,1687,2095,1381,51
802.002,1738,562,2607,1481,1943,51
802.0299,2404,562,2912,1379,1892,255
802.0577,2504,306,3784,1585,1841,614
802.0856,1634,255,3480,1430,1279,612
802.1134,1124,408,2710,1174,1943,204
802.1413,1378,153,1993,1175,2352,51
802.1691,2247,204,2094,1327,2250,0
802.197,2352,204,2044,1175,1277,0
802.2248,2657,153,2452,1328,817,0
802.2527,2556,51,2145,918,1328,0
802.2806,1940,255,1583,1123,1994,0
802.3084,1174,358,1174,1276,2249,0
802.3363,1122,664,613,1686,2250,0
802.3641,1633,561,715,1328,1838,51
802.392,2145,562,562,1226,2095,102
802.4198,1633,357,459,1022,2251,0
802.4477,2146,357,613,766,2609,102
802.4756,2402,256,817,357,2506,153
802.5034,1942,204,920,459,2456,153
802.5313,1226,0,459,818,1841,204
802.5591,714,0,357,1430,1637,307
802.587,306,0,51,2607,1585,153
802.6149,511,153,0,3474,1943,153
802.6427,766,153,102,2554,2251,0
802.6706,1122,102,562,1687,2660,0
802.6984,1072,255,920,2045,2147,204
802.7263,1174,971,1021,2454,1841,613
802.7542,920,1482,664,2299,1841,562
802.782,1175,1379,459,1993,1738,204
802.8099,1176,716,613,1379,1277,0
802.8378,1327,665,664,1022,1586,357
802.8656,1278,612,562,715,1943,561
802.8935,1636,204,971,561,2506,511
802.9214,1175,51,1483,664,1944,357
802.9492,919,204,2711,868,1381,460
802.9771,1482,255,2710,765,664,510
803.005,2046,408,2044,1125,511,511
803.0328,2658,460,1429,1277,408,255
803.0607,3784,563,1839,1532,868,102
803.0886,3425,306,1790,1789,1072,51
803.1164,3478,51,1379,1685,1687,51
803.1443,2760,255,1174,1226,1994,0
803.1722,2146,204,1380,1226,2710,0
803.2,2351,204,972,1379,3273,0
803.2279,2709,153,561,1430,3221,0
803.2558,1429,102,562,1685,2299,0
803.2837,867,51,715,2300,2558,0
803.3115,663,153,460,2351,2403,102
803.3394,817,102,612,1994,2149,460
803.3673,715,102,1380,1431,2098,614
803.3951,868,102,1789,1482,2098,460
803.423,1379,102,1380,1993,2249,204
803.4509,2403,255,1123,2301,2658,306
803.4788,2248,255,868,2352,3275,153
803.5066,1482,255,817,3323,3835,0
803.5345,920,102,306,3219,4501,0
803.5624,817,51,460,3834,4605,102
803.5903,918,51,715,3833,3527,306
803.6182,920,255,767,4909,2352,409
803.646,1021,306,817,5984,1634,256
803.6739,1379,204,817,6139,1634,51
803.7018,1174,766,969,4702,1737,0
803.7297,1071,1583,1020,4087,1329,102
803.7576,612,1635,561,3066,918,459
803.7854,714,1431,460,2761,664,613
803.8133,664,1071,715,1787,562,766
803.8412,1482,1072,868,1173,511,663
803.8691,1738,613,562,1430,562,306
803.897,2301,510,307,1787,869,51
803.9248,2095,358,511,1482,868,51
803.9527,1686,307,1380,1480,818,0
803.9806,920,204,2351,1430,1175,102
804.0085,1021,716,3272,1788,1689,153
804.0364,2044,1073,3219,2351,1842,51
804.0643,2912,868,2453,2403,2098,256
804.0922,2349,204,1941,1685,2353,512
804.12,1737,408,2350,1020,2506,512
804.1479,1634,357,1583,664,1791,204
804.1758,1786,306,1022,1377,1329,102
804.2037,1532,102,971,1379,1738,102
804.2316,1583,0,1430,1432,3068,102
804.2595,1020,51,1071,1380,3788,51
804.2874,1122,153,357,1431,3325,102
804.3153,1480,153,204,1943,2251,51
804.3432,1943,153,204,2198,1944,51
804.371,1430,0,153,1993,1891,0
804.3989,1533,51,255,2659,1585,0
804.4268,1941,102,408,2197,1226,0
804.4547,2196,204,665,1737,1379,0
804.4826,1737,307,767,1123,2247,0
804.5105,1584,256,767,1021,3223,0
804.5384,1226,51,919,1175,3991,51
804.5663,1226,0,869,1736,4041,102
804.5942,1327,0,612,2452,3070,0
804.6221,1227,153,816,3116,2352,0
804.65,1174,306,1124,2913,2352,0
804.6779,1278,612,1533,4193,2097,102
804.7058,664,1174,1532,5010,1482,204
804.7337,357,1737,1686,3936,868,357
804.7616,562,1073,1175,2658,714,204
804.7895,766,512,920,2505,1226,102
804.8174,868,358,868,3067,1483,255
804.8453,1534,51,1072,3732,1686,306
804.8732,1329,51,408,3631,1022,204
804.9011,1326,51,562,3527,1176,358
804.929,1786,102,1124,3732,1278,460
804.9569,2808,510,1482,3631,1533,255
804.9848,4599,970,766,2709,1687,204
805.0127,7977,1124,715,1686,1842,204
805.0406,12275,663,1021,1787,1791,51
805.0685,19292,153,1431,2861,1432,0
805.0964,23233,919,1480,2503,665,0
805.1243,26508,1534,1891,2503,511,0
805.1522,23489,1023,1276,2607,1022,0
805.1801,18627,357,1430,3067,1636,0
805.208,13862,358,1687,3527,1941,0
805.2359,12279,613,1992,3734,1738,0
805.2638,11611,357,1891,2762,2402,51
805.2917,10331,102,1533,2146,5064,102
805.3196,7313,153,561,1788,8085,204
805.3475,7107,102,664,2302,11465,358
805.3754,7316,204,919,1840,14332,358
805.4034,8391,153,1380,1225,16123,51
805.4313,7980,204,919,1073,17656,0
805.4592,7979,153,613,1942,19089,0
805.4871,6543,51,868,2196,19808,0
805.515,7058,153,1430,3220,20576,0
805.5429,7008,153,1329,5880,17197,51
805.5708,6804,663,1175,12074,13000,102
805.5987,5114,1276,1738,21956,8696,51
805.6266,3783,2657,1687,34138,7367,0
805.6546,4090,4194,1430,40128,6906,0
805.6825,4754,5472,1584,39256,6241,102
805.7104,4089,6084,1022,30960,5267,562
805.7383,3066,7877,920,23233,5114,1022
805.7662,2094,8338,920,14630,3991,1636
805.7941,1789,8334,971,10225,4705,2964
805.822,1636,6134,970,7208,4806,4142
805.85,1430,4603,1278,6238,4245,5267
805.8779,1225,3426,1790,5471,2250,4960
805.9058,2452,2711,2247,4445,1430,4704
805.9337,3014,2351,3629,4192,1276,2811
805.9616,4139,2915,7468,3631,1585,1020
805.9896,4141,2762,12536,3272,1791,306
806.0175,5215,3224,20986,3271,2353,255
806.0454,6391,2762,27587,2553,2404,102
806.0733,7925,2557,29123,2043,2404,153
806.1012,9051,2096,22517,1379,1993,204
806.1292,10278,1379,14225,2044,1738,255
806.1571,9565,714,7722,1891,1943,153
806.185,8898,612,4651,2044,1942,102
806.2129,6340,664,2658,1226,1839,102
806.2408,6030,460,2096,1226,2403,204
806.2688,5060,306,2147,2197,2967,204
806.2967,5060,357,3119,2861,4194,51
806.3246,4956,255,2760,3170,5575,102
806.3525,5318,357,2609,2350,7571,153
806.3805,5162,714,2505,1532,8647,51
806.4084,4806,1124,2658,1841,10133,0
806.4363,4446,1072,1738,1942,9929,51
806.4643,5215,817,1072,2451,10644,255
806.4922,5318,408,817,2656,10594,409
806.5201,5167,408,1022,4960,11513,255
806.548,4757,460,1073,7519,10030,0
806.576,3784,459,1124,11203,9159,0
806.6039,3529,510,1073,14530,7778,102
806.6318,3939,868,1329,18625,6140,204
806.6598,3632,1379,971,18729,3784,51
806.6877,3170,2145,766,19494,3580,51
806.7156,2403,3424,1329,16834,3067,153
806.7436,2045,4654,1584,13813,3222,460
806.7715,2145,4243,1022,11406,4961,1176
806.7994,2249,3528,613,11455,5627,1995
806.8274,1583,3117,612,9614,3582,2506
806.8553,1788,3321,1328,8594,1944,2403
806.8832,1993,2810,1173,5879,1329,1584
806.9112,2758,1890,1122,5112,1329,1020
806.9391,2810,1480,1788,4293,1328,715
806.967,3784,1482,4142,3475,1942,970
806.995,6238,1379,9054,2452,2148,613
807.0229,11358,1277,16066,3321,2609,153
807.0508,17140,664,18217,3681,2045,153
807.0788,24518,868,16683,3476,1430,256
807.1067,29580,1175,9875,1890,1687,204
807.1347,36696,1227,5779,2248,1738,204
807.1626,36285,766,4244,3169,1432,153
807.1905,31164,766,3119,3273,1942,204
807.2185,21950,1022,3068,2810,2251,409
807.2464,17138,1277,3069,2504,2915,256
807.2744,14475,1125,2095,1991,4908,102
807.3023,16886,920,1584,1686,9620,153
807.3302,17089,204,2095,714,15457,102
807.3582,16219,102,3015,1073,22319,102
807.3861,12688,51,3169,1636,28617,204
807.4141,11870,0,2556,2455,35576,409
807.442,12636,255,1584,2452,38803,511
807.47,13098,766,1173,2862,39980,409
807.4979,12432,818,1381,3526,38136,255
807.5259,12841,920,1686,7261,35421,0
807.5538,11360,919,1021,12996,27131,0
807.5817,10742,1174,511,25071,18525,51
807.6097,8697,1838,561,45038,11157,204
807.6376,6954,3014,664,63979,7521,255
807.6656,5011,4445,613,71306,5679,256
807.6935,3785,6393,460,70329,5781,358
807.7215,3169,9564,562,55532,4758,664
807.7494,2864,14172,1278,40123,4910,1226
807.7774,2044,12688,1584,23377,4654,1226
807.8053,1329,10284,1482,14371,4092,2249
807.8333,1737,8849,1532,10279,2660,5729
807.8612,2606,8850,2249,10946,2249,8697
807.8892,3579,7113,2196,11662,2044,9669
807.9171,4551,5523,3067,10892,2915,9618
807.9451,4341,3783,5014,9051,2966,6649
807.9731,4496,3733,11001,8336,2506,3272
808.001,4499,2557,21240,4804,1228,510
808.029,7773,2301,38086,3270,869,102
808.0569,10330,2404,53854,3169,1176,204
808.0849,12789,2455,60966,4753,1329,613
808.1128,14018,2096,48730,4141,919,613
808.1408,15604,1379,29533,2505,868,358
808.1687,15858,664,13408,1071,1276,255
808.1967,13964,562,6393,1327,1636,204
808.2247,9716,255,4808,1840,1532,102
808.2526,8387,357,4759,3016,1531,0
808.2806,8284,357,3731,2965,2352,0
808.3085,8850,612,3477,2352,4551,102
808.3365,8132,714,2861,1480,7930,153
808.3645,7468,817,1582,1583,12435,0
808.3924,6751,715,1533,1432,14842,0
808.4204,8133,664,1788,1636,16224,0
808.4483,8593,767,1480,3118,16123,0
808.4763,10027,921,1636,5780,17709,51
808.5043,8697,613,1123,7979,18836,0
808.5322,5830,664,1686,10383,17658,0
808.5602,3935,1176,1789,13044,13408,0
808.5881,3836,1482,1431,16681,10081,0
808.6161,3787,1481,920,22413,7315,0
808.6441,3580,2556,817,30859,6342,51
808.672,3119,3118,664,34087,5779,102
808.7,3476,4446,817,35053,5217,51
808.728,3220,5216,459,27323,3478,561
808.7559,2913,7669,715,19440,2556,1227
808.7839,1992,8337,817,12888,2659,1739
808.8119,1634,7876,715,8946,2916,3070
808.8398,1377,5367,1329,7054,3479,4348
808.8678,1891,4858,3273,7566,3222,5370
808.8958,1994,3937,4092,7567,2965,5113
808.9238,2503,3836,4961,7261,2761,4652
808.9517,2094,3938,4860,5468,3119,2863
808.9797,3831,4144,7468,5167,3323,1686
809.0077,4444,3733,13200,5010,2606,562
809.0356,4703,2966,20521,3835,2095,664
809.0636,7160,1942,24668,2554,1431,459
809.0916,13045,1635,24101,2962,2200,153
809.1196,15914,664,17964,1993,2660,102
809.1475,16012,613,11514,1789,2609,153
809.1755,13199,459,5624,1736,2198,102
809.2035,12735,970,3683,2247,2710,102
809.2315,13041,1637,3119,2758,3631,102
809.2594,12172,1893,2453,2965,4349,102
809.2874,8588,1533,1839,3221,4758,204
809.3154,7262,1328,2349,3477,6139,256
809.3434,7161,1481,2299,2143,9314,204
809.3713,7313,1278,2095,1685,13614,0
809.3993,5779,767,2147,1582,15762,0
809.4273,5728,102,2198,2709,18323,0
809.4553,5934,51,2555,2964,19602,0
809.4833,6087,51,2914,2656,19962,102
809.5112,5573,153,2607,3577,19142,51
809.5392,5729,255,2709,7059,17608,102
809.5672,4550,102,2097,10587,13153,51
809.5952,3424,663,1995,15916,9874,153
809.6232,3015,1327,1481,21286,6855,408
809.6511,3221,1839,1839,30905,5679,664
809.6791,3528,2607,1839,41145,4449,919
809.7071,3681,3884,1430,45498,4449,1175
809.7351,2504,5522,511,35155,4347,1124
809.7631,1686,8132,306,20617,4808,1176
809.7911,1021,7774,561,8999,3324,1176
809.8191,1789,7416,1176,7207,2352,2402
809.847,2352,5317,1788,7924,1330,3936
809.875,2455,4138,2811,7210,1277,6443
809.903,1993,2605,3476,5881,1431,5934
809.931,1532,1737,3426,5468,1636,4960
809.959,1124,1840,3887,5265,1739,2811
809.987,1735,2608,8441,4193,2505,1992
810.015,2096,2352,15762,1991,1840,715
810.043,3373,2198,24771,1840,2046,357
810.0709,4602,2249,30505,2557,2252,715
810.0989,6545,2609,30915,3066,2660,767
810.1269,8590,2402,23236,2504,2506,306
810.1549,10024,1738,14072,1635,2712,0
810.1829,9307,1072,8235,1431,2660,256
810.2109,8387,1125,5163,1534,2505,614
810.2389,6085,1074,3119,1074,2046,460
810.2669,5112,868,2862,1021,2402,153
810.2949,4090,306,1943,1226,2913,0
810.3229,3835,153,1941,1329,4398,51
810.3509,4753,204,2864,1225,5678,0
810.3789,5114,204,3476,1737,6448,0
810.4069,3323,255,2248,2094,7369,0
810.4349,2657,561,1942,2402,9776,0
810.4628,2708,664,1174,2350,11463,0
810.4908,3119,665,1276,2963,13305,0
810.5188,2351,716,1174,3066,12385,51
810.5468,1275,716,1072,3168,9519,256
810.5748,1890,766,765,4243,7419,256
810.6028,3324,715,612,6853,6496,255
810.6308,4398,613,408,9565,4553,204
810.6588,3886,817,204,13657,3427,307
810.6868,2147,1277,153,14886,2249,307
810.7148,2504,1941,153,16626,2301,102
810.7428,1940,2451,204,14272,2043,153
810.7708,1685,2964,561,12838,2403,307
810.7988,1378,3629,664,8337,2660,613
810.8268,1737,3834,817,3732,2864,1279
810.8549,1892,3323,663,1022,2351,1841
810.8829,2454,2914,1379,1123,2712,2044
810.9109,2146,2709,2554,2554,2403,1327
810.9389,2351,2403,3374,3271,1892,919
810.9669,1380,1687,3682,2401,1892,816
810.9949,970,1430,5268,2094,1942,869
811.0229,1838,1277,7265,1785,1891,664
811.0509,3885,1175,9668,1582,2148,460
811.0789,4754,1277,12125,1786,1995,255
811.1069,5162,1431,13150,2862,2047,307
811.1349,4907,1534,10131,2657,1995,307
811.1629,4907,1174,6752,2352,2404,255
811.1909,4189,613,3477,1892,2302,102
811.2189,5163,408,2300,1635,2097,255
811.2469,5624,715,2248,1942,2710,153
811.275,5214,767,2094,1891,3684,102
811.303,3373,459,1788,1686,3787,256
811.331,2810,562,1687,1533,3478,562
811.359,2349,716,1278,1277,2762,460
811.387,2045,512,972,1482,3069,102
811.415,1431,102,562,2045,3989,0
811.443,1786,408,357,2249,4758,0
811.471,2247,561,561,1941,4091,0
811.4991,2299,408,715,2197,4297,204
811.5271,1581,562,766,1994,4961,409
811.5551,2095,562,612,1736,4911,460
811.5831,1891,306,204,2554,3578,204
811.6111,1175,204,102,3834,2965,0
811.6391,459,561,255,5420,3477,102
811.6672,561,715,715,6802,3835,460
811.6952,1071,765,1125,8182,2558,307
811.7232,1839,1073,1329,9308,1737,51
811.7512,2094,971,1277,8287,1839,204
811.7792,2454,1072,1328,7725,2557,306
811.8073,1737,1021,971,5930,2455,510
811.8353,1482,1073,511,4394,1483,664
811.8633,1176,1379,459,2655,970,919
811.8913,1482,1430,612,2556,1533,1482
811.9193,1380,1175,816,2504,1431,1583
811.9474,1175,818,1890,2554,818,918
811.9754,2094,612,2708,1992,920,255
812.0034,3274,1279,3427,3220,1329,204
812.0314,2607,1432,4654,3170,1175,153
812.0595,1226,868,6396,3578,1176,0
812.0875,1173,255,7314,3272,918,0
812.1155,3219,357,8082,2812,1738,0
812.1435,4549,767,7211,2095,2506,204
812.1716,4856,1073,5475,1481,2249,358
812.1996,3526,920,3734,767,1329,460
812.2276,3013,715,2710,1020,971,358
812.2556,2552,459,1327,714,1380,153
812.2837,2656,255,816,562,2098,0
812.3117,2503,459,1072,306,2251,0
812.3397,2655,460,970,460,2301,0
812.3678,3017,102,1122,970,2301,0
812.3958,2861,51,1124,1379,2608,0
812.4238,1582,51,1226,1532,2300,0
812.4518,919,51,1431,1380,1788,0
812.4799,766,153,1278,1991,1993,51
812.5079,1021,306,1123,2708,3019,0
812.5359,1634,204,971,2861,2762,0
812.564,2096,51,715,2963,2556,102
812.592,1686,0,868,2811,2660,255
812.62,1582,102,1073,3885,3019,307
812.6481,1685,511,869,4140,2558,204
812.6761,1688,869,970,4601,2763,153
812.7041,663,613,918,4088,2966,153
812.7322,204,919,970,4654,2966,51
812.7602,765,1482,817,4091,2660,0
812.7883,1584,1994,561,4091,2505,0
812.8163,1992,1125,561,3373,1687,51
812.8443,1635,767,714,2608,1022,408
812.8724,1225,664,459,2301,1176,869
812.9004,1072,869,715,3323,2198,1125
812.9284,1175,1073,919,3323,2302,613
812.9565,1329,1176,1175,3324,1740,255
812.9845,1431,817,1122,2351,1279,0
813.0126,1328,204,1686,1737,1074,51
813.0406,1071,0,2455,1226,1072,153
813.0686,1072,102,2964,817,1073,51
813.0967,1737,459,3220,1073,920,153
813.1247,2300,817,4090,2249,1073,409
813.1528,1992,664,3476,2248,1022,306
813.1808,1940,358,2659,1840,1072,0
813.2089,1530,102,2044,1021,716,0
813.2369,919,102,2199,1174,716,0
813.2649,663,51,1738,1531,664,51
813.293,1123,255,1789,1686,1074,204
813.321,1123,255,2249,1635,1738,204
813.3491,1532,204,2197,1735,2096,51
813.3771,1583,102,1277,817,1789,0
813.4052,1786,51,1278,918,1686,0
813.4332,1634,51,1431,920,1635,0
813.4613,1276,0,870,1531,1840,0
813.4893,1021,0,561,1788,1891,102
813.5174,1533,0,408,2660,2812,307
813.5454,1943,0,562,2710,3323,255
813.5735,2965,51,714,3527,3785,204
813.6015,2812,102,511,3681,2966,153
813.6296,2403,102,511,3526,2610,0
813.6576,1431,204,306,2198,2506,0
813.6857,1125,357,102,1992,3530,255
813.7137,562,358,102,2454,2966,204
813.7418,204,256,459,3834,2097,0
813.7698,255,102,766,4140,1842,0
813.7979,919,204,1277,4037,1892,153
813.826,1225,510,1176,2809,766,357
813.854,1635,920,1329,2710,357,357
813.8821,1328,919,1431,2247,613,459
813.9101,1533,562,1534,1636,869,563
813.9382,1482,510,1482,1328,1892,408
813.9662,1123,817,1584,1532,2456,306
813.9943,1328,767,1585,1328,1943,459
814.0223,2711,562,1381,1022,2045,459
814.0504,3325,153,817,561,2098,102
814.0785,2915,153,1429,765,2404,0
814.1065,1480,306,2246,817,2250,0
814.1346,1533,409,3169,867,2301,0
814.1626,2196,306,2812,816,2405,0
814.1907,2915,306,2607,969,2456,0
814.2188,2707,459,1686,766,1585,51
814.2468,2301,663,1380,766,1124,51
814.2749,2045,358,511,663,920,0
814.303,1840,153,562,1227,972,0
814.331,1738,0,460,2046,1330,0
814.3591,1227,0,665,2810,1892,0
814.3871,867,51,766,2401,2403,0
814.4152,1122,153,1073,2044,2760,0
814.4433,1072,409,970,1584,2761,0
814.4713,1071,563,1022,1276,2401,51
814.4994,766,460,1021,766,1176,153
814.5275,868,511,817,663,869,204
814.5555,817,614,664,1225,969,102
814.5836,971,766,664,2660,1532,0
814.6117,970,663,460,2813,1328,307
814.6397,1277,867,460,2711,1432,665
814.6678,1581,459,767,2248,2200,819
814.6959,1480,102,971,2607,3224,511
814.724,969,102,919,2300,2456,102
814.752,715,102,766,2859,1739,102
814.7801,1328,357,510,3320,1431,51
814.8082,1739,511,971,3220,1739,51
814.8362,1892,357,1124,2450,1944,0
814.8643,1789,459,1279,2658,1841,51
814.8924,971,716,817,2759,1481,255
814.9205,1124,612,664,2197,1892,562
814.9485,1226,459,408,1021,1942,409
814.9766,1328,766,817,1175,2046,358
815.0047,1890,460,1174,1993,1790,663
815.0328,2044,102,1788,2045,1893,1279
815.0608,2198,0,1787,1482,2149,1175
815.0889,2249,204,1380,1022,2609,460
815.117,2094,357,766,817,2046,153
815.1451,2606,357,459,1380,1432,102
815.1731,2709,255,459,1431,714,0
815.2012,2861,357,612,1430,765,0
815.2293,2300,255,357,818,1176,51
815.2574,1585,409,306,459,2250,357
815.2855,1276,612,971,357,3121,460
815.3135,1482,766,2045,204,2815,306
815.3416,1329,817,2096,306,2150,0
815.3697,1174,920,1992,817,1894,51
815.3978,1431,562,1534,1277,1535,0
815.4259,2248,204,869,1891,2148,0
815.4539,2965,255,153,2250,2147,0
815.482,3068,408,510,2096,1790,102
815.5101,2249,510,562,1278,1635,51
815.5382,1278,561,664,1175,1481,0
815.5663,511,357,664,1429,970,0
